Identification,
,
 Serial Number:,B5 000000579C14 41 
 Description:,20180523_S4002_PCP1_i15 
 ,
Model,
,
 Code:,DS1922L-F50 
 Description:,Thermocron: Super 
 Resolution:,0.063 °C/0.5 °C 
 Accuracy:,0.5 °C(-40 °C to 85 °C) 
 Range:,-40 °C to 85 °C 
 Log Size:,4096/8192 
 Features:,"Security, Temperature trigger "
 Sample Mode:,8/11 bit 
 ,
Original calibration data,
,
 Reference temperature:,-8.857
 Actual temperature:,-8.875
 Reference temperature:,25.818
 Actual temperature:,25.688
,
Log Values,
Reading,Values
,
0,22.005°C
1,26.818°C
2,30.254°C
3,31.815°C
4,32.564°C
5,33.001°C
6,33.375°C
7,33.375°C
8,33.438°C
9,33.438°C
10,33.562°C
11,33.625°C
12,33.75°C
13,33.687°C
14,33.625°C
15,33.562°C
16,33.5°C
17,33.375°C
18,33.313°C
19,33.25°C
20,33.188°C
21,33.126°C
22,33.126°C
23,33.063°C
24,33.063°C
25,33.126°C
26,33.126°C
27,33.063°C
28,33.063°C
29,33.126°C
30,33.063°C
31,33.001°C
32,33.126°C
33,33.25°C
34,33.375°C
35,33.438°C
36,33.438°C
37,33.5°C
38,33.5°C
39,33.438°C
40,33.438°C
41,33.5°C
42,33.562°C
43,33.562°C
44,33.562°C
45,33.625°C
46,33.625°C
47,33.75°C
48,33.812°C
49,33.812°C
50,33.812°C
51,33.75°C
52,33.75°C
53,33.812°C
54,33.812°C
55,33.812°C
56,33.812°C
57,33.812°C
58,33.812°C
59,33.812°C
60,33.812°C
61,33.812°C
62,33.937°C
63,33.937°C
64,33.999°C
65,33.999°C
66,33.937°C
67,33.937°C
68,33.999°C
69,33.999°C
70,34.062°C
71,34.062°C
72,33.999°C
73,34.062°C
74,34.062°C
75,34.062°C
76,34.062°C
77,34.062°C
78,34.124°C
79,34.124°C
80,34.124°C
81,34.062°C
82,34.062°C
83,34.062°C
84,34.062°C
85,34.124°C
86,34.124°C
87,34.124°C
88,34.062°C
89,34.124°C
90,34.062°C
91,33.999°C
92,34.062°C
93,34.062°C
94,34.062°C
95,34.062°C
96,33.999°C
97,33.937°C
98,33.874°C
99,33.874°C
100,29.567°C
101,26.256°C
102,24.693°C
103,23.818°C
104,23.318°C
105,23.005°C
106,22.755°C
107,22.567°C
108,22.442°C
109,22.317°C
110,22.317°C
111,22.255°C
112,22.255°C
113,22.255°C
114,22.192°C
115,22.192°C
116,22.192°C
117,22.192°C
118,22.192°C
119,22.255°C
120,22.255°C
121,22.255°C
122,22.255°C
123,22.317°C
124,22.317°C
125,22.317°C
126,22.317°C
127,22.317°C
128,22.38°C
129,22.38°C
130,22.38°C
131,22.38°C
132,22.38°C
133,22.442°C
134,22.442°C
135,22.442°C
136,22.442°C
137,22.442°C
138,22.442°C
139,22.505°C
140,22.505°C
141,22.505°C
142,22.505°C
143,22.505°C
144,22.567°C
145,22.567°C
146,22.567°C
147,22.567°C
148,22.567°C
149,22.567°C
150,22.63°C
151,22.63°C
152,22.63°C
153,22.63°C
154,22.63°C
155,22.692°C
156,22.692°C
157,22.692°C
158,22.692°C
159,22.755°C
160,22.755°C
161,22.755°C
162,22.755°C
163,22.755°C
164,22.755°C
165,22.818°C
166,22.818°C
167,22.818°C
168,22.818°C
169,22.818°C
170,22.818°C
171,22.88°C
172,22.88°C
173,22.88°C
174,22.88°C
175,22.88°C
176,22.88°C
177,22.943°C
178,22.943°C
179,22.943°C
